LineId,text,anomaly_score,anomaly_result,label,correct
15,081110 150141 12770 info dfs. data node$ packet responder: packet responder 1 for block blk_-5730378071053106067 terminating,1.0,network,network,True
16,081110 220100 15781 info dfs. data node$ packet responder: packet responder 1 for block blk_864797922996103174 terminating,1.0,network,network,True
17,081110 222824 16286 info dfs. data node$ packet responder: packet responder 1 for block blk_-5897986067513072474 terminating,1.0,network,network,True
18,081109 205313 30 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.91.159:50010 is added to blk_1686219780760455302 size 67108864,1.0,other,other,True
19,081109 210044 30 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.111.130:50010 is added to blk_-7860112416742323132 size 67108864,1.0,other,other,True
20,081111 105305 30 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.70.211:50010 is added to blk_-2204570251066730575 size 67108864,1.0,other,other,True
21,081111 023812 30 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.198.196:50010 is added to blk_-8642359632569253393 size 67108864,1.0,other,other,True
22,081111 095326 30 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.194.147:50010 is added to blk_-7807207962408797601 size 67108864,1.0,other,other,True
23,081111 050936 30 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.74.134:50010 is added to blk_-5722589150938163135 size 67108864,1.0,other,other,True
24,081109 215821 3142 info dfs. data node$ data xceiver: 10.250.17.177:50010 served block blk_-2374562783192711751 to /10.250.10.100,1.0,other,other,True
25,081109 221707 3426 info dfs. data node$ data xceiver: 10.251.74.134:50010 served block blk_-1441963975065883413 to /10.250.15.67,1.0,other,other,True
26,081109 224740 3767 info dfs. data node$ data xceiver: 10.250.17.177:50010 served block blk_-3176061874814406068 to /10.251.215.70,1.0,other,other,True
27,081111 002058 17442 info dfs. data node$ data xceiver: 10.251.75.163:50010 served block blk_5587698748916686616 to /10.251.37.240,1.0,other,other,True
28,081109 214148 2623 info dfs. data node$ data xceiver: 10.251.70.5:50010 served block blk_1790009976038252774 to /10.251.70.5,1.0,other,other,True
29,081111 004809 16948 info dfs. data node$ data xceiver: 10.251.123.195:50010 served block blk_-3929150408628823658 to /10.251.107.227,1.0,other,other,True
30,081111 110436 26 info dfs.fs namesystem: block* name system.delete: blk_8996431766009172784 is added to invalid set of 10.251.90.134:50010,1.0,other,other,True
31,081111 065215 26 info dfs.fs namesystem: block* name system.delete: blk_546521915310456716 is added to invalid set of 10.251.127.191:50010,1.0,other,other,True
32,081111 075627 28 info dfs.fs namesystem: block* name system.delete: blk_-61769362252501173 is added to invalid set of 10.251.90.134:50010,1.0,other,other,True
33,081111 065206 26 info dfs.fs namesystem: block* name system.delete: blk_3693276822407171041 is added to invalid set of 10.251.71.97:50010,1.0,other,other,True
34,081111 075625 28 info dfs.fs namesystem: block* name system.delete: blk_-9180661153555775616 is added to invalid set of 10.251.31.242:50010,1.0,other,other,True
35,081111 110425 26 info dfs.fs namesystem: block* name system.delete: blk_-1397659541271077002 is added to invalid set of 10.251.66.63:50010,1.0,other,other,True
36,081110 001054 4830 info dfs. data node$ block receiver: receiving empty packet for block blk_8509955782298107904,1.0,network,network,True
37,081110 105353 9153 info dfs. data node$ block receiver: receiving empty packet for block blk_-3808660388498963440,1.0,network,network,True
38,081110 111041 9543 info dfs. data node$ block receiver: receiving empty packet for block blk_-5655522770262307749,1.0,network,network,True
39,081110 211311 14576 info dfs. data node$ block receiver: receiving empty packet for block blk_-71921474325362114,1.0,network,network,True
40,081110 113113 10073 info dfs. data node$ block receiver: receiving empty packet for block blk_-8432475760190545988,1.0,network,network,True
41,081110 211315 14796 info dfs. data node$ block receiver: receiving empty packet for block blk_3609861160995603508,1.0,network,network,True
42,081111 030101 18160 info dfs. data node$ block receiver: receiving empty packet for block blk_2544960065880011612,1.0,network,network,True
43,081111 091134 25152 info dfs. data node$ block receiver: receiving empty packet for block blk_-6923828844778678459,1.0,network,network,True
44,081111 081718 24039 info dfs. data node$ block receiver: receiving empty packet for block blk_-7822947841728061477,1.0,network,network,True
45,081111 073843 23567 info dfs. data node$ block receiver: receiving empty packet for block blk_-653035456983812021,1.0,network,network,True
46,081111 103628 26986 info dfs. data node$ block receiver: receiving empty packet for block blk_2623794481914235288,1.0,network,network,True
47,081111 050707 20566 info dfs. data node$ block receiver: receiving empty packet for block blk_-57055362180627148,1.0,network,network,True
48,081110 110730 9682 info dfs. data node$ packet responder: received block blk_-4880272622749940468 of size 3545707 from /10.251.111.228,1.0,other,other,True
49,081110 001408 4727 info dfs. data node$ packet responder: received block blk_-8972708168261259170 of size 17291821 from /10.251.30.6,1.0,other,other,True
50,081110 220044 15894 info dfs. data node$ packet responder: received block blk_1675047555641852192 of size 5492767 from /10.251.195.52,1.0,other,other,True
51,081110 151644 13190 info dfs. data node$ packet responder: received block blk_9174401014317023352 of size 6620591 from /10.251.31.5,1.0,other,other,True
52,081110 224326 16491 info dfs. data node$ packet responder: received block blk_6394860930105260718 of size 28498654 from /10.251.74.79,1.0,other,other,True
53,081110 122210 10972 info dfs. data node$ packet responder: received block blk_-3776858469882673909 of size 28504773 from /10.251.74.227,1.0,other,other,True
54,081109 212113 30 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.75.79:50010 is added to blk_5606794745901039307 size 3536610,1.0,other,other,True
55,081111 031315 30 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.90.134:50010 is added to blk_-4397057155697115916 size 3543339,1.0,other,other,True
56,081111 074008 30 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.250.13.188:50010 is added to blk_-6407388984466099650 size 3557838,1.0,other,other,True
57,081111 083231 30 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.109.209:50010 is added to blk_5761776480575199405 size 3549162,1.0,other,other,True
58,081111 064450 30 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.250.14.143:50010 is added to blk_679589793181629496 size 60519368,1.0,other,other,True
59,081111 104355 30 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.194.245:50010 is added to blk_-5042774046123534363 size 3554063,1.0,other,other,True
60,081110 222024 19 info dfs. data node: 10.251.197.161:50010 starting thread to transfer block blk_553099671786456974 to 10.251.67.225:50010,1.0,other,other,True
61,081110 211535 19 info dfs. data node: 10.250.18.114:50010 starting thread to transfer block blk_-4122744455178867804 to 10.251.107.98:50010,1.0,other,other,True
62,081110 211521 19 info dfs. data node: 10.251.91.15:50010 starting thread to transfer block blk_7909998063853409666 to 10.251.91.84:50010,1.0,other,other,True
63,081110 222046 19 info dfs. data node: 10.250.11.100:50010 starting thread to transfer block blk_3248625504725572992 to 10.251.127.47:50010,1.0,other,other,True
64,081110 211453 19 info dfs. data node: 10.251.66.102:50010 starting thread to transfer block blk_3610288459753766486 to 10.250.15.198:50010,1.0,other,other,True
65,081110 214107 19 info dfs. data node: 10.250.6.214:50010 starting thread to transfer block blk_2985612137550569836 to 10.251.109.209:50010,1.0,other,other,True
66,081110 180616 13484 info dfs. data node$ data xceiver: 10.251.91.32:50010 served block blk_-4057494009757763330 to /10.251.91.32,1.0,other,other,True
67,081110 232757 16997 info dfs. data node$ data xceiver: 10.251.194.213:50010 served block blk_5741983466401580602 to /10.251.194.213,1.0,other,other,True
68,081110 071223 7770 info dfs. data node$ data xceiver: 10.251.66.3:50010 served block blk_3925143038795066541 to /10.251.66.3,1.0,other,other,True
69,081110 021352 6300 info dfs. data node$ data xceiver: 10.251.67.4:50010 served block blk_-3925890918118045796 to /10.251.67.4,1.0,other,other,True
70,081110 081926 8302 info dfs. data node$ data xceiver: 10.250.10.176:50010 served block blk_841028309375109279 to /10.250.10.176,1.0,other,other,True
71,081110 080738 8002 info dfs. data node$ data xceiver: 10.251.38.214:50010 served block blk_-478873442261091976 to /10.251.66.63,1.0,other,other,True
72,081110 020416 32 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.203.149:50010 is added to blk_-1513756627459125004 size 46842009,1.0,other,other,True
73,081110 110649 31 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.75.228:50010 is added to blk_-248942252706240337 size 3545206,1.0,other,other,True
74,081110 012257 35 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.250.7.230:50010 is added to blk_-2346757399016660389 size 28483897,1.0,other,other,True
75,081110 014238 35 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.123.1:50010 is added to blk_-2601666372272739545 size 28486702,1.0,other,other,True
76,081110 213348 35 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.203.166:50010 is added to blk_5095599009664161442 size 3554628,1.0,other,other,True
77,081110 220319 34 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.193.224:50010 is added to blk_3672415034393368774 size 3549589,1.0,other,other,True
78,081111 082029 35 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.197.226:50010 is added to blk_2906688333944207720 size 3541714,1.0,other,other,True
79,081111 050746 31 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.250.15.198:50010 is added to blk_-8952361640686101224 size 3541830,1.0,other,other,True
80,081111 035505 31 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.66.63:50010 is added to blk_-4221330306065007134 size 28507303,1.0,other,other,True
81,081111 054001 34 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.250.19.227:50010 is added to blk_-4255336368056901329 size 25727988,1.0,other,other,True
82,081111 093619 31 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.90.64:50010 is added to blk_561037688853558499 size 3541002,1.0,other,other,True
83,081109 204547 29 info dfs.fs namesystem: block* name system.add stored block: block map updated: 10.251.30.101:50010 is added to blk_-6311592736946970602 size 3550781,1.0,other,other,True
84,081111 023721 19 info dfs.fs namesystem: block* ask 10.251.110.196:50010 to replicate blk_5103364383665365059 to datanode(s) 10.251.39.179:50010,1.0,other,other,True
85,081109 213342 19 info dfs.fs namesystem: block* ask 10.251.71.16:50010 to replicate blk_-6669848110381513005 to datanode(s) 10.251.66.3:50010,1.0,other,other,True
86,081111 091436 19 info dfs.fs namesystem: block* ask 10.251.73.188:50010 to replicate blk_-4908766336508700237 to datanode(s) 10.251.31.180:50010,1.0,other,other,True
87,081111 045655 19 info dfs.fs namesystem: block* ask 10.251.71.68:50010 to replicate blk_95421342268350454 to datanode(s) 10.251.203.179:50010,1.0,other,other,True
88,081111 045935 19 info dfs.fs namesystem: block* ask 10.251.37.240:50010 to replicate blk_-5479354145807660469 to datanode(s) 10.251.43.147:50010,1.0,other,other,True
89,081111 070436 19 info dfs.fs namesystem: block* ask 10.251.39.160:50010 to replicate blk_-4302740325033156929 to datanode(s) 10.251.203.80:50010,1.0,other,other,True
90,12-17 21:47:12.961 816 13532 i netd : destroyed 2 sockets for uid ranges { 10000-2147483647 } skip= {1000 1001 1002 1050 2000 10000 10001 10002 10003 10004 10005 10006 10007 10008 10009 10010 10013 10014 10015 10017 10018 10019 10022 10023 10024 10025 10026 10027 10028 10030 10031 10033 10034 10035 10036 10037 10038 10039 10040 10042 10044 10045 10046 10047 10048 10049 10052 10053 10055 10056 10057 10061 10062 10063 10064 10065 10066 10067 10070 10071 10072 10074 10076 10078 10079 10082 10084 10085 10086 10089 10090 10092 10094 10096 10098 10099 10104 10105 10106 10107 10111 10112 10114 10115 10116 10117 10118 10119 10120 10121 10122 10123 10124 10125 10126 10127 10128 10129 10130 10131 10132 10133 10134 10136 10137 10138 10139 10144} in 0.7 ms,1.0,other,other,True
91,12-18 11:11:19.980 816 15324 i netd : destroyed 1 sockets for uid ranges { 10000-2147483647 } skip= {1000 1001 1002 1050 2000 10000 10001 10002 10003 10004 10005 10006 10007 10008 10009 10010 10013 10014 10015 10017 10018 10019 10022 10023 10024 10025 10026 10027 10028 10030 10031 10033 10034 10035 10036 10037 10038 10039 10040 10042 10044 10045 10046 10047 10048 10049 10052 10053 10055 10056 10057 10061 10062 10063 10064 10065 10066 10067 10070 10071 10072 10074 10076 10078 10079 10082 10084 10085 10086 10089 10090 10092 10094 10096 10098 10099 10104 10105 10106 10107 10111 10112 10114 10115 10116 10117 10118 10119 10120 10121 10122 10123 10124 10125 10126 10127 10128 10129 10130 10131 10132 10133 10134 10136 10137 10138 10139 10144} in 0.7 ms,1.0,other,other,True
92,12-18 14:24:38.830 816 18965 i netd : destroyed 2 sockets for uid ranges { 10000-2147483647 } skip= {1000 1001 1002 1050 2000 10000 10001 10002 10003 10004 10005 10006 10007 10008 10009 10010 10013 10014 10015 10017 10018 10019 10022 10023 10024 10025 10026 10027 10028 10030 10031 10033 10034 10035 10036 10037 10038 10039 10040 10042 10044 10045 10046 10047 10048 10049 10052 10053 10055 10056 10057 10061 10062 10063 10064 10065 10066 10067 10070 10071 10072 10074 10076 10078 10079 10082 10084 10085 10086 10089 10090 10092 10094 10096 10098 10099 10104 10105 10106 10107 10111 10112 10114 10115 10116 10117 10118 10119 10120 10121 10122 10123 10124 10125 10126 10127 10128 10129 10130 10131 10132 10133 10134 10136 10137 10138 10139 10144} in 0.9 ms,1.0,other,other,True
93,12-18 15:51:04.172 816 15324 i netd : destroyed 2 sockets for uid ranges { 10000-2147483647 } skip= {1000 1001 1002 1050 2000 10000 10001 10002 10003 10004 10005 10006 10007 10008 10009 10010 10013 10014 10015 10017 10018 10019 10022 10023 10024 10025 10026 10027 10028 10030 10031 10033 10034 10035 10036 10037 10038 10039 10040 10042 10044 10045 10046 10047 10048 10049 10052 10053 10055 10056 10057 10061 10062 10063 10064 10065 10066 10067 10070 10071 10072 10074 10076 10078 10079 10082 10084 10085 10086 10089 10090 10092 10094 10096 10098 10099 10104 10105 10106 10107 10111 10112 10114 10115 10116 10117 10118 10119 10120 10121 10122 10123 10124 10125 10126 10127 10128 10129 10130 10131 10132 10133 10134 10136 10137 10138 10139 10144 10146} in 1.0 ms,1.0,other,other,True
94,12-18 08:49:14.392 816 15324 i netd : destroyed 3 sockets for uid ranges { 10000-2147483647 } skip= {1000 1001 1002 1050 2000 10000 10001 10002 10003 10004 10005 10006 10007 10008 10009 10010 10013 10014 10015 10017 10018 10019 10022 10023 10024 10025 10026 10027 10028 10030 10031 10033 10034 10035 10036 10037 10038 10039 10040 10042 10044 10045 10046 10047 10048 10049 10052 10053 10055 10056 10057 10061 10062 10063 10064 10065 10066 10067 10070 10071 10072 10074 10076 10078 10079 10082 10084 10085 10086 10089 10090 10092 10094 10096 10098 10099 10104 10105 10106 10107 10111 10112 10114 10115 10116 10117 10118 10119 10120 10121 10122 10123 10124 10125 10126 10127 10128 10129 10130 10131 10132 10133 10134 10136 10137 10138 10139 10144} in 1.0 ms,1.0,other,other,True
95,12-17 19:54:27.492 816 1573 i netd : destroyed 2 sockets for uid ranges { 10000-2147483647 } skip= {1000 1001 1002 1050 2000 10000 10001 10002 10003 10004 10005 10006 10007 10008 10009 10010 10013 10014 10015 10017 10018 10019 10022 10023 10024 10025 10026 10027 10028 10030 10031 10033 10034 10035 10036 10037 10038 10039 10040 10042 10044 10045 10046 10047 10048 10049 10052 10053 10055 10056 10057 10061 10062 10063 10064 10065 10066 10067 10070 10071 10072 10074 10076 10078 10079 10082 10084 10085 10086 10089 10090 10092 10094 10096 10098 10099 10104 10105 10106 10107 10111 10112 10114 10115 10116 10117 10118 10119 10120 10121 10122 10123 10124 10125 10126 10127 10128 10129 10130 10131 10132 10133 10134 10136 10137 10138 10139 10144} in 0.8 ms,1.0,other,other,True
96,12-17 21:52:15.628 31949 31967 i tcp : tcp.conn {4787} tcp client thread.connect socket( tcp client thread.java:349) connecting max 30000ms to uc.huawei.com:7801,1.0,network,other,False
97,12-17 20:40:06.729 31949 31967 i tcp : tcp.conn {4787} tcp socket.connect_i( tcp socket.java:84) connecting to ip address uc.huawei.com/45.249.213.63,1.0,network,other,False
98,12-17 21:27:04.762 31949 31967 i tcp : tcp.conn {4787} tcp socket.connect_i( tcp socket.java:84) connecting to ip address uc.huawei.com/45.249.213.63,1.0,other,other,True
99,12-17 19:33:00.882 31949 31967 i tcp : tcp.conn {4787} tcp client thread.connect socket( tcp client thread.java:349) connecting max 30000ms to uc.huawei.com:7801,1.0,network,other,False
100,12-17 19:33:14.007 31949 31967 i tcp : tcp.conn {4787} tcp client thread.connect socket( tcp client thread.java:349) connecting max 30000ms to uc.huawei.com:7801,1.0,network,other,False
101,12-17 19:31:42.674 31949 31967 i tcp : tcp.conn {4787} tcp socket.connect_i( tcp socket.java:84) connecting to ip address uc.huawei.com/172.30.70.63,1.0,network,other,False
102,"12-17 20:31:43.727 24266 24266 e layout fetcher: card layout map{code=0, req_sn=0, data= card layout data{version=2.24, name='base_layout', css='.card_title{font-size:30px;color:#333333;margin:0px 0px 0px 0px;}.h1_redirect{font-size:26px;color:#0bbe06;margin:0px 0px 0px 0px;align:center;}.meta_name{font-size:22px;color:#333333;width:auto;margin:20px 0px 0px 0px;text_lines:1;align:center;inner-align:center;}.h1{font-size:26px;color:#333333;width:auto;margin:16px 0px 0px 0px;text_lines:1;}.h2{font-size:26px;color:#333333;width:auto;margin:10px 0px 0px 0px;}.image_big{width:auto;height:50vw;}.image_h{width:auto;height:58vw;}.image_icon{width:50px;height:50px;border-radius:25px;margin:10px 10px 0px 0px;}.redirect_icon{width:50px;height:50px;margin:0px 0px 0px 0px;}.button_icon{width:18px;height:18px;margin:0px 14px 0px 0px;}.image_circle{width:100px;height:100px;border-radius:50px;align:center;}.button1{height:60px;width:130px;font-size:24px;color:#ffffff;margin:12px 20px 12px 0px;text_lines:1;inner-align:center;background-color:#0bbe06;press-color:#077204;padding:0px 0px 0px 0px;}.button2{height:60px;width:130px;font-size:24px;color:#0bbe06;margin:12px 20px 12px 0px;text_lines:1;inner-align:center;background-color:#ffffff;padding:0px 0px 0px 0px;border-width:1px;border-style:solid;border-color:#0bbe06;}.top_margin{margin:25px 14px 25px 14px;}.bottom_margin{margin:15px 14px 15px 14px;}.bottom_margin_0{margin:0px 0px 0px 0px;}.bottom_margin_gray{margin:15px 14px 15px 14px;background-color:#f0f0f0;}.row_margin{margin:10px 14px 10px 14px;}.row_margin_0{margin:0px 0px 0px 0px;}.row_margin_coupons{margin:0px 14px 0px 14px;}.block_gap{width:12px;}.block_gap_20{width:40px;}.card_separation_14{height:14px;background-color:#f0f0f0;}.card_separation_16{height:16px;background-color:#f0f0f0;}.card_separation_20{height:20px;background-color:#f0f0f0;}.card_separation_1{height:1px;background-color:#f0f0f0;}.row_separation{height:1px;background-color:#e6e6e6;margin:0px 0px 0px 0px;}.row_separation_14{height:14px;background-color:#f0f0f0;}.row_separation_16{height:16px;background-color:#f0f0f0;}.row_separation_20{height:20px;background-color:#f0f0f0;}.card_bg{background-color:#ffffff;}.card_bg_gray{background-color:#f0f0f0;}.image_w600_h120{width:auto;height:20vw;}.image_w200_h200{width:200px;height:200px;align:center;margin:270px 0px 0px 0px;}.top_margin_color{margin:14px 0px 14px 20px;background-color:#f0f0f0;}.image_w200_h200_with_tab{width:200px;height:200px;align:center;margin:220px 0px 0px 0px;}.top_margin_color{margin:14px 0px 14px 20px;background-color:#f0f0f0;}.h3{font-size:24px;color:#333333;width:auto;margin:56px 0px 0px 18px;}.image_w86_h114{width:86px;height:114px;}.image_w10_h232{width:10px;height:232px;}.coupons_money{font-size:50px;color:#ff6000;margin:40px 0px 0px 0px;align:center;text-lines:1;}.coupons_type{font-size:22px;color:#ff6000;border-width:1px;border-style:solid;border-color:#ff6000;align:center;margin:20px 0px 40px 0px;text-lines:1;padding:8px 10px 8px 10px;}.coupons_name{font-size:26px;color:#333333;margin:30px 0px 0px 16px;align:center;text-lines:1;}.coupons_point{font-size:22px;color:#ff6b00;margin:24px 0px 0px 10px;text-lines:1;}.coupons_description{font-size:22px;color:#999999;margin:20px 16px 0px 16px;align:center;text-lines:3;}.coupons_status{font-size:22px;color:#999999;margin:40px 0px 0px 14px;padding:14px 0px 14px 14px;align:left;background-color:#fofofo;}.coupons_unlock_time{font-size:22px;color:#ff6b00;margin:40px 0px 0px 0px;padding:13px 0px 13px 0px;background-color:#fofofo;}.coupons_operation{font-size:22px;color:#0bbe06;margin:30px 0px 0px 0px;padding:13px 20px 13px 0px;align:right;background-color:#fofofo;}.coupons_expire_money{font-size:50px;color:#999999;margin:40px 0px 0px 0px;align:center;text-lines:1;}.coupons_expire_type{font-size:22px;color:#999999;border-width:1px;border-style:solid;border-color:#999999;align:center;marg",1.0,other,other,True
103,"12-18 19:49:26.549 1795 2396 i telecom : call: handle create connection successful parcelable connection [act: component info {com.android.phone/com.android.services.telephony. telephony connection service} , 89860011191407483029, user handle {0} ], state:3, capabilities:[ capabilities: capability_support_hold capability_mute capability_cannot_downgrade_video_to_audio], properties:[ properties:], extras: bundle[m parcelled data.data size=104]: csw.hccc@ fjm",1.0,other,other,True
104,"12-17 21:32:17.334 5224 5283 i send broadcast permission: action:android.com.huawei.bone.notify_sport_data, m permission type:0",1.0,other,other,True
105,"12-17 21:33:51.606 5224 5283 i send broadcast permission: action:android.com.huawei.bone.notify_sport_data, m permission type:0",1.0,other,other,True
106,"12-17 21:31:34.230 5224 5283 i send broadcast permission: action:android.com.huawei.bone.notify_sport_data, m permission type:0",1.0,other,other,True
107,"12-17 21:33:06.814 5224 5283 i send broadcast permission: action:android.com.huawei.bone.notify_sport_data, m permission type:0",1.0,other,other,True
108,"12-18 19:41:05.957 5224 5283 i send broadcast permission: action:android.com.huawei.bone.notify_sport_data, m permission type:0",1.0,other,other,True
109,"12-18 18:31:31.146 5224 5283 i send broadcast permission: action:android.com.huawei.bone.notify_sport_data, m permission type:0",1.0,other,other,True
110,"12-18 19:49:26.264 1795 1795 i telecom : event: call tc@16: set_connecting, component info {com.android.phone/com.android.services.telephony. telephony connection service} , 89860011191407483029, user handle {0}",1.0,other,other,True
111,12-17 23:24:03.722 31949 31967 i tcp : tcp.conn {4787} tcp client thread.on recv( tcp client thread.java:522) tcp connection event tcp_connected,1.0,other,other,True
112,12-17 23:29:43.750 31949 31967 i tcp : tcp.recv {4790} tcp client thread.self disconnect socket( tcp client thread.java:377) self disconnecting to uc.huawei.com:7801,1.0,other,other,True
113,12-17 23:37:42.639 31949 31967 i tcp : tcp.conn {4787} tcp client thread.on recv( tcp client thread.java:522) tcp connection event tcp_connected,1.0,other,other,True
114,12-17 22:53:07.287 31949 31967 i tcp : tcp.conn {4787} tcp client thread.on recv( tcp client thread.java:522) tcp connection event tcp_connected,1.0,network,other,False
115,12-17 23:04:51.425 31949 31967 i tcp : tcp.conn {4787} tcp client thread.on recv( tcp client thread.java:522) tcp connection event tcp_connected,1.0,other,other,True
116,12-18 07:56:33.567 31949 31967 i tcp : tcp.conn {4787} tcp client thread.on recv( tcp client thread.java:522) tcp connection event tcp_connected,1.0,other,other,True
117,"12-17 21:48:19.868 1795 3238 d telecom : call log manager: logging calllog entry: com.android.internal.telephony. caller info@1da1ca8 { name non-null, phone number non-null } , xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,1, 3, 1481982439065, 0, nmber mark info: number: xxxxxxxxxxxattribute: name: nullclassify: nullclassify name: is vip: falsevip msg: is verified: falseis cloud mark: falsemarked count: 0supplier: nulldescription: nullerror msg: connect overtime: csw.sd@e7y",1.0,other,other,True
118,"12-18 10:52:09.676 808 547 d [hw camera] ipp algo smartae: virtual void android:: ipp algo smartae::on new arrival(void *, void *, int, int, int) enter",1.0,other,other,True
119,"12-18 10:52:07.211 808 547 d [hw camera] ipp algo smartae: virtual void android:: ipp algo smartae::on new arrival(void *, void *, int, int, int) enter",1.0,other,other,True
120,"12-18 10:52:09.144 808 547 d [hw camera] ipp algo smartae: virtual void android:: ipp algo smartae::on new arrival(void *, void *, int, int, int) enter",1.0,other,other,True
121,"12-18 10:52:06.345 808 547 d [hw camera] ipp algo smartae: virtual void android:: ipp algo smartae::on new arrival(void *, void *, int, int, int) exit",1.0,other,other,True
122,"12-18 10:52:09.743 808 547 d [hw camera] ipp algo smartae: virtual void android:: ipp algo smartae::on new arrival(void *, void *, int, int, int) enter",1.0,other,other,True
123,"12-18 10:52:08.377 808 547 d [hw camera] ipp algo smartae: virtual void android:: ipp algo smartae::on new arrival(void *, void *, int, int, int) enter",1.0,other,other,True
124,"12-18 14:11:41.395 3626 3754 i log database: pack all log in done dir, package details infojson array [ {} , {} , {} , {} , {} , {} , {} , {} , {} , {} ]",1.0,other,other,True
125,"12-18 14:11:38.022 3626 3754 i log database: pack all log in done dir, package details infojson array [ {} , {} , {} , {} , {} , {} , {} , {} , {} , {} ]",1.0,other,other,True
126,"12-18 14:11:39.322 3626 3754 i log database: pack all log in done dir, package details infojson array [ {} , {} , {} , {} , {} , {} , {} , {} , {} , {} ]",1.0,other,other,True
127,12-18 15:33:00.142 9017 10476 v nfc : this device does not have nfc support,1.0,other,other,True
128,12-18 10:52:05.545 4492 4492 v nfc : this device does not have nfc support,1.0,other,other,True
129,12-18 10:45:48.095 4492 4492 v nfc : this device does not have nfc support,1.0,other,other,True
130,12-18 10:56:54.875 4492 4492 v nfc : this device does not have nfc support,1.0,other,other,True
131,12-18 15:32:59.917 9017 10476 v nfc : this device does not have nfc support,1.0,other,other,True
132,12-18 10:45:39.645 4492 4492 v nfc : this device does not have nfc support,1.0,other,other,True
133,12-18 18:27:55.514 1795 1808 v activity manager: attempted to start a foreground service ( component info {com.sankuai.meituan/com.dianping.base.push.pushservice.dp.dp push service} ) with a broken notification (no icon: notification(pri=0 content view=null vibrate=null sound=null defaults=0x0 flags=0x40 color=0x00000000 vis=private)),1.0,application,application,True
